SYSTEM,RTE,SEC,MP,DATE,TIME,SEVERITY,LOCATION,ROAD_DESC,VEHICLES,CONTOUR,CONDITION,LIGHTING,LATITUDE,LONGITUDE,AGE_1,SEX_1,DRIVER_1
INTERSTATE,70,A,242.3,1/12/2018,1100.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.744759,-105.4747,93,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,304.67,1/12/2018,1900.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.7381,-104.427516,29,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.9,1/12/2018,1915.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-LIGHTED,39.714289,-105.369153,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.0,1/13/2018,620.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.737695,-105.431191,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.2,1/13/2018,1558.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.720049,-105.695828,41,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.8,1/14/2018,645.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.740481,-105.432702,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,313.09,1/15/2018,615.0,FAT,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.728417,-104.272511,30,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,315.2,1/15/2018,630.0,INJ,OFF IN MEDIAN,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DAYLIGHT,39.718751,-104.234709,49,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/16/2018,1725.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,39.739801,-105.159144,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/16/2018,1845.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,39.739801,-105.159144,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.83,1/18/2018,1545.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.723296,-105.182219,76,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.5,1/18/2018,1732.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.720186,-105.186949,56,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.6,1/19/2018,1155.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.715335,-105.391639,62,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.2,1/20/2018,630.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.744888,-105.457318,22,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.0,1/20/2018,1641.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.742593,-104.736523,25,M,ALCOHOL INVOLVED
INTERSTATE,70,A,260.5,1/20/2018,1728.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.720186,-105.186949,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,1/21/2018,1929.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.739801,-105.159144,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.5,1/21/2018,1956.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.741475,-105.522983,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.54,1/22/2018,1056.0,INJ,OFF RIGHT,NON-INTERSECTION,2,CURVE ON-GRADE,WET,DAYLIGHT,39.714068,-105.312353,38,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,230.7,1/23/2018,1530.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.747947,-105.67196,62,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.41,1/26/2018,245.0,FAT,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.740147,-104.728542,38,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.0,1/26/2018,1600.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.724894,-105.179757,19,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.13,1/26/2018,1925.0,PDO,OFF LEFT,RAMP,2,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,39.740134,-104.716388,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.75,1/27/2018,634.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,39.746248,-105.465723,23,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,249.3,1/27/2018,650.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.712303,-105.362614,49,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,1/27/2018,925.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.744411,-105.488957,28,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,309.8,1/28/2018,1300.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.734458,-104.333253,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,227.6,1/28/2018,1834.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DARK-UNLIGHTED,39.710905,-105.697271,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,239.5,1/28/2018,1945.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.741475,-105.522983,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.5,1/29/2018,840.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.745222,-105.47048,41,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,254.0,1/30/2018,644.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.709013,-105.286143,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.0,1/30/2018,1418.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.734373,-105.165983,40,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.5,1/30/2018,1959.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.736549,-105.687407,55,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.3,1/31/2018,830.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.72159,-105.69559,39,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.66,2/1/2018,2200.0,PDO,OFF LEFT,RAMP,1,CURVE ON-GRADE,DRY,DARK-LIGHTED,39.731135,-105.170061,35,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.7,2/2/2018,950.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.728988,-105.42438,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,2/2/2018,1608.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739801,-105.159144,27,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,154.5,2/5/2018,1705.0,PDO,ON,NON-INTERSECTION,3,CURVE ON-GRADE,DRY,DAWN OR DUSK,39.711777,-106.701514,21,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,229.5,2/5/2018,2115.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.736549,-105.687407,23,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.0,2/10/2018,1120.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SNOWY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.741308,-105.513778,52,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.0,2/10/2018,1120.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SLUSHY W/VIS ICY ROAD TREATMENT,DAYLIGHT,39.741215,-105.495956,22,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.56,2/10/2018,1523.0,PDO,OFF RIGHT,RAMP,1,STRAIGHT ON-GRADE,SLUSHY,DAYLIGHT,39.739705,-105.159264,30,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.8,2/10/2018,2055.0,INJ,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY,DARK-LIGHTED,39.740038,-104.668224,27,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.3,2/11/2018,725.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.711111,-105.298789,54,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.3,2/11/2018,730.0,INJ,ON,NON-INTERSECTION,3,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.711111,-105.298789,77,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,245.5,2/11/2018,1016.0,INJ,ON,NON-INTERSECTION,2,CURVE ON-GRADE,WET,DAYLIGHT,39.731256,-105.426689,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.52,2/12/2018,1820.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.739324,-105.159744,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.63,2/13/2018,722.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.709629,-105.292912,59,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.99,2/13/2018,736.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.712542,-105.304303,16,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.7,2/13/2018,825.0,INJ,ON,NON-INTERSECTION,4,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.709412,-105.291646,78,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.0,2/13/2018,1700.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.714575,-105.192224,47,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,289.16,2/15/2018,1730.0,PDO,OFF RIGHT,AT INTERSECTION,1,STRAIGHT ON-LEVEL,WET,DAWN OR DUSK,39.740135,-104.715894,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,252.1,2/16/2018,717.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.710042,-105.3181,34,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,253.91,2/16/2018,717.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.709102,-105.287791,44,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,293.0,2/16/2018,1845.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DARK-UNLIGHTED,39.73863,-104.645102,37,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,305.3,2/18/2018,530.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.738071,-104.415817,38,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.5,2/18/2018,1100.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.724183,-105.694858,46,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.02,2/18/2018,1320.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.717265,-105.696255,21,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.02,2/18/2018,1330.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.717265,-105.696255,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.0,2/18/2018,1528.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.724894,-105.179757,27,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,241.5,2/18/2018,1930.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-LEVEL,DRY,DARK-UNLIGHTED,39.744411,-105.488957,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.2,2/19/2018,1534.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,SNOWY,DAYLIGHT,39.717088,-105.398702,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.32,2/19/2018,1820.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,SNOWY,DARK-LIGHTED,39.740149,-104.730564,17,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.0,2/21/2018,257.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DARK-UNLIGHTED,39.719178,-105.402112,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.2,2/21/2018,1343.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DAYLIGHT,39.744888,-105.457318,48,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.2,2/21/2018,1510.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAYLIGHT,39.745138,-105.440266,58,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.4,2/21/2018,1515.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.745108,-105.436642,25,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,2/21/2018,1622.0,PDO,ON,NON-INTERSECTION,3,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739801,-105.159144,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,2/22/2018,1501.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,SNOWY,DAYLIGHT,39.739801,-105.159144,69,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,294.0,2/22/2018,2029.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,SNOWY,DARK-UNLIGHTED,39.739888,-104.627854,0,U,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.95,2/23/2018,513.0,INJ,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,SNOWY W/VIS ICY ROAD TREATMENT,DARK-LIGHTED,39.73973,-104.589778,57,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.1,2/23/2018,1715.0,PDO,ON,NON-INTERSECTION,3,CURVE ON-GRADE,WET,DAYLIGHT,39.748676,-105.547626,72,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.7,2/24/2018,326.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,39.739788,-104.594368,35,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.3,2/25/2018,740.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.747158,-105.544661,44,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,261.03,2/26/2018,641.0,PDO,ON,NON-INTERSECTION,4,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.725175,-105.179322,0,,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.8,2/26/2018,1330.0,INJ,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.71234,-105.193936,63,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,242.5,2/27/2018,750.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,WET,DAWN OR DUSK,39.745222,-105.47048,23,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.5,2/27/2018,852.0,INJ,OFF RIGHT,NON-INTERSECTION,2,STRAIGHT ON-GRADE,ICY,DAYLIGHT,39.740321,-105.504953,39,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.5,2/28/2018,2145.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.720186,-105.186949,53,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.8,3/1/2018,1426.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAYLIGHT,39.744355,-105.44698,78,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.57,3/1/2018,1743.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.739801,-105.159144,29,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,227.9,3/3/2018,755.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.715408,-105.696539,18,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,248.0,3/3/2018,1605.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,39.715445,-105.383667,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.5,3/5/2018,1640.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740031,-104.673448,0,U,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.0,3/6/2018,2151.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,WET W/VIS ICY ROAD TREATMENT,DARK-LIGHTED,39.746291,-105.460542,39,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.5,3/8/2018,614.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-LEVEL,DRY,DAWN OR DUSK,39.720186,-105.186949,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,263.41,3/8/2018,1600.0,INJ,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.749072,-105.14935,23,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,243.4,3/9/2018,540.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.743353,-105.454164,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,260.8,3/9/2018,1645.0,PDO,ON,NON-INTERSECTION,4,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.723014,-105.182653,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,259.91,3/11/2018,438.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,39.713573,-105.193,23,M,ALCOHOL INVOLVED
INTERSTATE,70,A,299.33,3/11/2018,835.0,INJ,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.738661,-104.526928,36,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,263.1,3/13/2018,1040.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.745282,-105.152453,52,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,262.56,3/13/2018,1743.0,PDO,ON,AT INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.739705,-105.159264,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,310.01,3/14/2018,1736.0,PDO,ON,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,39.734239,-104.328478,26,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.2,3/17/2018,149.0,PDO,OFF LEFT,NON-INTERSECTION,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.745138,-105.440266,23,F,ALCOHOL INVOLVED
INTERSTATE,70,A,242.2,3/17/2018,1711.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.744452,-105.476806,25,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,240.0,3/17/2018,1735.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.741308,-105.513778,63,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.5,3/18/2018,1659.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,WET,DAYLIGHT,39.744354,-105.43495,30,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,291.8,3/18/2018,1810.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SLUSHY,DARK-UNLIGHTED,39.740038,-104.668224,22,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,247.1,3/18/2018,1817.0,INJ,OFF RIGHT,NON-INTERSECTION,1,HILLCREST,DRY,DAYLIGHT,39.718186,-105.400367,24,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.0,3/18/2018,1834.0,PDO,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-LEVEL,SLUSHY,DARK-UNLIGHTED,39.742593,-104.736523,31,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,228.5,3/18/2018,1916.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,SNOWY,DARK-LIGHTED,39.724183,-105.694858,32,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,287.22,3/19/2018,411.0,INJ,OFF RIGHT,NON-INTERSECTION,1,CURVE ON-GRADE,ICY,DARK-UNLIGHTED,39.74912,-104.74751,35,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,238.3,3/19/2018,500.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-LEVEL,WET,DARK-UNLIGHTED,39.747158,-105.544661,37,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.22,3/19/2018,550.0,PDO,OFF RIGHT,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DARK-UNLIGHTED,39.740676,-104.733128,42,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,296.15,3/19/2018,600.0,PDO,OFF LEFT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,ICY W/VIS ICY ROAD TREATMENT,DARK-UNLIGHTED,39.739683,-104.586106,52,F,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,295.7,3/19/2018,615.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-LEVEL,ICY,DAWN OR DUSK,39.739788,-104.594368,19,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,244.08,3/19/2018,1600.0,PDO,ON,NON-INTERSECTION,2,STRAIGHT ON-GRADE,DRY,DAYLIGHT,39.744013,-105.442098,44,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.21,3/21/2018,104.0,INJ,OFF RIGHT,RAMP,1,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,39.740772,-104.733333,28,F,ALCOHOL INVOLVED
INTERSTATE,70,A,261.63,3/21/2018,1500.0,PDO,ON,NON-INTERSECTION,2,CURVE ON-GRADE,DRY,DAYLIGHT,39.73085,-105.170421,67,M,NO IMPAIRMENT SUSPECTED
INTERSTATE,70,A,288.21,3/23/2018,1115.0,PDO,OFF RIGHT,NON-INTERSECTION,1,STRAIGHT ON-LEVEL,DRY,DAYLIGHT,39.740772,-104.733333,16,F,NO IMPAIRMENT SUSPECTED
